"npc_name","scripted_npc","npc_role","zone_short_name","zone_long_name","zone_expansion","zone_expansion_name","spawn_x","spawn_y","spawn_z","is_merchant","min_expansion_number","min_expansion","max_expansion_number","max_expansion"
"Tisiana","No","","lavastorm","The Lavastorm Mountains","0","Classic","446.00","480.00","-89.00","Yes","9","Dragons of Norrath","-1","Not specified / no maximum"
"Tisiana","No","","lavastorm","Lavastorm Mountains","0","Classic","1367.00","982.00","126.30","Yes","0","Classic","8","Omens of War"
"Tisiana","No","","lavastorm","Lavastorm Mountains","0","Classic","446.00","480.00","-89.00","Yes","9","Dragons of Norrath","-1","Not specified / no maximum"
"Tizina","No","","lavastorm","The Lavastorm Mountains","0","Classic","939.00","-327.00","-0.40","No","0","Classic","8","Omens of War"
"Tizina","No","","lavastorm","The Lavastorm Mountains","0","Classic","829.00","447.00","-37.75","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Tizina","No","","lavastorm","Lavastorm Mountains","0","Classic","939.00","-327.00","-0.40","No","0","Classic","8","Omens of War"
"Tizina","No","","lavastorm","Lavastorm Mountains","0","Classic","829.00","447.00","-37.75","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Tlandor_Hammerstock","No","","lavastorm","The Lavastorm Mountains","0","Classic","813.00","406.00","-47.62","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Tlandor_Hammerstock","No","","lavastorm","Lavastorm Mountains","0","Classic","813.00","406.00","-47.62","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Waderne_Trailfinder","No","","lavastorm","The Lavastorm Mountains","0","Classic","444.00","514.00","-89.50","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Waderne_Trailfinder","No","","lavastorm","Lavastorm Mountains","0","Classic","444.00","514.00","-89.50","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Athir","No","General Supplies","lavastorm","The Lavastorm Mountains","0","Classic","-30.00","2276.00","69.38","Yes","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Athir","No","General Supplies","lavastorm","Lavastorm Mountains","0","Classic","-30.00","2276.00","69.38","Yes","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Bitral","No","Alliance Tasks","lavastorm","The Lavastorm Mountains","0","Classic","-48.00","2268.00","69.96","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Bitral","No","Alliance Tasks","lavastorm","Lavastorm Mountains","0","Classic","-48.00","2268.00","69.96","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Elanye","No","Alliance Tasks","lavastorm","The Lavastorm Mountains","0","Classic","-20.81","2241.13","69.95","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Elanye","No","Alliance Tasks","lavastorm","Lavastorm Mountains","0","Classic","-20.81","2241.13","69.95","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Jeryx","No","Alliance Tasks","lavastorm","The Lavastorm Mountains","0","Classic","-51.00","2224.00","69.96","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Jeryx","No","Alliance Tasks","lavastorm","Lavastorm Mountains","0","Classic","-51.00","2224.00","69.96","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Limann","No","","lavastorm","The Lavastorm Mountains","0","Classic","-25.00","2219.00","71.49","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Limann","No","","lavastorm","Lavastorm Mountains","0","Classic","-25.00","2219.00","71.49","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Varein","No","Alliance Tasks","lavastorm","The Lavastorm Mountains","0","Classic","-56.07","2236.32","69.95","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Varein","No","Alliance Tasks","lavastorm","Lavastorm Mountains","0","Classic","-56.07","2236.32","69.95","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Youra","No","","lavastorm","The Lavastorm Mountains","0","Classic","-9.29","2220.94","73.15","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Wayfarers_Mercenary_Youra","No","","lavastorm","Lavastorm Mountains","0","Classic","-9.29","2220.94","73.15","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Anelia_Thrywiel","No","","lfaydark","The Lesser Faydark","0","Classic","1242.50","-306.13","-1.50","Yes","0","Classic","-1","Not specified / no maximum"
"Averna_Eisley","No",\N,"lfaydark","The Lesser Faydark","0","Classic","-1636.00","-321.00","3.67","No","8","Omens of War","-1","Not specified / no maximum"
"Bin_Fiddlekins","No","","lfaydark","The Lesser Faydark","0","Classic","-1670.00","1074.00","-2.38","No","0","Classic","-1","Not specified / no maximum"
"Bryn_Fynndel","No","","lfaydark","The Lesser Faydark","0","Classic","1280.00","-320.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Cognoggin","No","","lfaydark","The Lesser Faydark","0","Classic","-1705.00","1079.63","-3.00","No","0","Classic","-1","Not specified / no maximum"
"Cylas_Delbrin","No","","lfaydark","The Lesser Faydark","0","Classic","1264.00","-353.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Dragoon_Szorn","No","","lfaydark","The Lesser Faydark","0","Classic","1185.00","-902.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Elwinn_Prelliaen","No","","lfaydark","The Lesser Faydark","0","Classic","-584.00","738.00","-4.88","No","6","Lost Dungeons of Norrath","-1","Not specified / no maximum"
"Equestrielle_the_Corrupted","No","","lfaydark","The Lesser Faydark","0","Classic","505.88","1585.13","-6.38","No","0","Classic","-1","Not specified / no maximum"
"Faril_Elvebryn","No","","lfaydark","The Lesser Faydark","0","Classic","1257.00","-318.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Galwyn_Geldin","No","","lfaydark","The Lesser Faydark","0","Classic","1267.00","-312.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Gearheart","No","","lfaydark","The Lesser Faydark","0","Classic","3618.04","1090.43","-1.03","No","0","Classic","-1","Not specified / no maximum"
"Glidara_Myllar","No","","lfaydark","The Lesser Faydark","0","Classic","2557.00","63.00","-6.75","No","0","Classic","-1","Not specified / no maximum"
"Glyndur_Tindel","No","","lfaydark","The Lesser Faydark","0","Classic","1262.00","261.00","-29.63","No","0","Classic","-1","Not specified / no maximum"
"Gundel_Elorion","No","","lfaydark","The Lesser Faydark","0","Classic","1252.00","-352.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Happ_Dremblenod","No","","lfaydark","The Lesser Faydark","0","Classic","-1701.00","1060.00","-3.13","No","0","Classic","-1","Not specified / no maximum"
"Ivie_Bramblefoot","No","","lfaydark","The Lesser Faydark","0","Classic","2025.00","787.00","58.00","No","0","Classic","-1","Not specified / no maximum"
"Kalayia_Woodwhisper","No","","lfaydark","The Lesser Faydark","0","Classic","1263.51","-699.98","-1.28","No","0","Classic","-1","Not specified / no maximum"
"Mywyn_Tinendel","No","","lfaydark","The Lesser Faydark","0","Classic","1268.00","-321.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"pained_unicorn","No","","lfaydark","The Lesser Faydark","0","Classic","1280.00","885.00","-25.00","No","0","Classic","-1","Not specified / no maximum"
"Priestess_Llandra","No","","lfaydark","The Lesser Faydark","0","Classic","1101.00","-899.00","-2.38","No","0","Classic","-1","Not specified / no maximum"
"Queen_Nasheeji","No","","lfaydark","The Lesser Faydark","0","Classic","2426.00","750.00","-26.50","No","0","Classic","-1","Not specified / no maximum"
"Saben_Tucross","No","","lfaydark","The Lesser Faydark","0","Classic","-1708.00","1044.00","-2.13","No","0","Classic","-1","Not specified / no maximum"
"Sarawyn_Amorfin","No","","lfaydark","The Lesser Faydark","0","Classic","1270.00","-293.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Scout_Rahjiq","No","","lfaydark","The Lesser Faydark","0","Classic","-1894.00","192.00","-50.88","No","0","Classic","-1","Not specified / no maximum"
"Taskmaster_Mirot","No","","lfaydark","The Lesser Faydark","0","Classic","3420.00","-33.50","-1.90","No","8","Omens of War","-1","Not specified / no maximum"
"Thistle_Underbrush","No","","lfaydark","The Lesser Faydark","0","Classic","-956.00","-659.00","14.00","No","0","Classic","-1","Not specified / no maximum"
"Vynn_Thrildur","No","","lfaydark","The Lesser Faydark","0","Classic","1219.00","-289.00","-1.88","No","0","Classic","-1","Not specified / no maximum"
"Whimsy_Larktwitter","No","","lfaydark","The Lesser Faydark","0","Classic","-141.25","1082.38","12.75","No","0","Classic","-1","Not specified / no maximum"
"#Sir_Bronthas","Yes","","mistmoore","The Castle of Mistmoore","0","Classic","139.00","-5.00","-192.10","No","5","Legacy of Ykesha","-1","Not specified / no maximum"
"Black_Dire","No","","mistmoore","The Castle of Mistmoore","0","Classic","-164.00","89.00","-220.88","No","1","Ruins of Kunark","-1","Not specified / no maximum"
"Eirod_Haerod","No","","mistmoore","The Castle of Mistmoore","0","Classic","309.53","-149.79","-206.78","No","0","Classic","-1","Not specified / no maximum"
"Enynti","No","","mistmoore","The Castle of Mistmoore","0","Classic","-112.00","80.00","-220.75","No","0","Classic","-1","Not specified / no maximum"
"Nate","No",\N,"mistmoore","The Castle of Mistmoore","0","Classic","337.30","-55.41","-235.62","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"#a_tired_farmer","Yes","","misty","Misty Thicket","0","Classic","-1152.00","-362.00","1.19","No","1","Ruins of Kunark","-1","Not specified / no maximum"
"#Old_Gourdhead","Yes","","misty","Misty Thicket","0","Classic","-2182.00","948.00","-4.50","No","0","Classic","-1","Not specified / no maximum"
"#orc_corpse","Yes","","misty","Misty Thicket","0","Classic","-2402.93","754.38","3.91","No","0","Classic","-1","Not specified / no maximum"
"#orc_corpse","Yes","","misty","Misty Thicket","0","Classic","-2403.71","816.01","-2.84","No","0","Classic","-1","Not specified / no maximum"
"Bidils_the_Quickhand","No","","misty","Misty Thicket","0","Classic","-1995.00","330.00","-14.38","No","1","Ruins of Kunark","-1","Not specified / no maximum"
"Bim_Buskin","No","","misty","Misty Thicket","0","Classic","-2345.00","905.00","-5.75","Yes","0","Classic","-1","Not specified / no maximum"
"Blixkin_Entopop","No","","misty","Misty Thicket","0","Classic","-659.00","126.88","15.25","No","0","Classic","-1","Not specified / no maximum"
"Bronin_Higginsbot","No","","misty","Misty Thicket","0","Classic","-471.00","-756.00","112.13","No","0","Classic","-1","Not specified / no maximum"
"Crysta_Tagglefoot","No","","misty","Misty Thicket","0","Classic","-2401.77","786.18","-4.53","No","0","Classic","-1","Not specified / no maximum"
"Deputy_Budo","No","","misty","Misty Thicket","0","Classic","-146.00","-236.00","17.22","No","0","Classic","-1","Not specified / no maximum"
"Deputy_Drebo","No","","misty","Misty Thicket","0","Classic","-137.00","-242.00","17.13","No","0","Classic","-1","Not specified / no maximum"
"Deputy_Felp","No","","misty","Misty Thicket","0","Classic","-62.00","359.00","7.13","No","0","Classic","-1","Not specified / no maximum"
"Deputy_Keld","No","","misty","Misty Thicket","0","Classic","-41.00","-108.88","2.89","No","0","Classic","-1","Not specified / no maximum"
"Deputy_Looh","No","","misty","Misty Thicket","0","Classic","-462.00","-790.00","55.25","No","0","Classic","-1","Not specified / no maximum"
"Deputy_Tagil","No","","misty","Misty Thicket","0","Classic","-2482.88","480.88","-6.75","No","0","Classic","-1","Not specified / no maximum"
"Deputy_Vastin","No","","misty","Misty Thicket","0","Classic","-2483.88","500.88","-6.88","No","0","Classic","-1","Not specified / no maximum"
"Ella_Foodcrafter","No","","misty","Misty Thicket","0","Classic","-1911.88","-885.88","23.10","No","1","Ruins of Kunark","-1","Not specified / no maximum"
"Ember","No","","misty","Misty Thicket","0","Classic","-669.00","126.00","15.00","No","0","Classic","-1","Not specified / no maximum"
"epicurean_halfling","No","","misty","Misty Thicket","0","Classic","79.00","885.00","-24.88","No","0","Classic","-1","Not specified / no maximum"
"Faano_Windmaker","No","","misty","Misty Thicket","0","Classic","-1816.00","-563.00","119.88","No","0","Classic","-1","Not specified / no maximum"
"Fajio_Knejo","No","","misty","Misty Thicket","0","Classic","-54.00","-130.00","4.38","No","1","Ruins of Kunark","-1","Not specified / no maximum"
"Hanga_Wiskin","No","","misty","Misty Thicket","0","Classic","-2271.00","332.00","-5.75","Yes","0","Classic","-1","Not specified / no maximum"
"Relia_Wastein","No","","misty","Misty Thicket","0","Classic","-1832.13","-569.88","116.50","No","0","Classic","-1","Not specified / no maximum"
"Roha_Jumthief","No","Emissary of Shadowrest","misty","Misty Thicket","0","Classic","-2401.00","-327.00","-0.13","No","4","Planes of Power","-1","Not specified / no maximum"
"Rusbek_the_Inhospitable","No","","misty","Misty Thicket","0","Classic","-2345.28","-985.75","-3.39","No","4","Planes of Power","-1","Not specified / no maximum"
"Sonsa_Fromp","No","","misty","Misty Thicket","0","Classic","-2211.00","672.00","-5.75","Yes","0","Classic","-1","Not specified / no maximum"
"Swish_Appletop","No","","misty","Misty Thicket","0","Classic","-2380.54","194.36","-5.68","No","9","Dragons of Norrath","-1","Not specified / no maximum"
"Tipa_Lighten","No","","misty","Misty Thicket","0","Classic","-2202.00","581.00","-5.75","Yes","0","Classic","-1","Not specified / no maximum"
"Topper_Drodo","No","","misty","Misty Thicket","0","Classic","-2357.00","585.00","-5.75","Yes","0","Classic","-1","Not specified / no maximum"
"Akksstaff","No","","najena","Najena","0","Classic","-73.00","372.00","3.13","No","0","Classic","-1","Not specified / no maximum"
"Linara_Parlone","No","","najena","Najena","0","Classic","-106.00","-19.00","-25.13","No","0","Classic","-1","Not specified / no maximum"
"the_guard_captain","No","","najena","Najena","0","Classic","187.00","52.00","-22.25","No","0","Classic","-1","Not specified / no maximum"
"Trazdon","No","","najena","Najena","0","Classic","219.00","358.00","-10.75","No","0","Classic","-1","Not specified / no maximum"
"#Duram_Firechaser","Yes",\N,"nedaria","Nedaria's Landing","0","Classic","-266.00","1406.00","70.62","No","0","Classic","-1","Not specified / no maximum"
"#Eldros_Danmor","Yes",\N,"nedaria","Nedaria's Landing","0","Classic","1598.00","301.00","52.25","No","0","Classic","-1","Not specified / no maximum"
"#Priestess_Rakhu","Yes",\N,"nedaria","Nedaria's Landing","0","Classic","1054.00","1411.00","64.50","No","0","Classic","-1","Not specified / no maximum"
"#Redis_Linrok_the_Suffering","Yes",\N,"nedaria","Nedaria's Landing","0","Classic","-213.00","845.00","67.25","No","0","Classic","-1","Not specified / no maximum"
"#Thorn_of_the_Tides","Yes","","nedaria","Nedaria's Landing","0","Classic","2913.00","1465.00","34.00","No","0","Classic","-1","Not specified / no maximum"
"Berundd_Oreweaver","No","","nedaria","Nedaria's Landing","0","Classic","-156.00","1355.00","69.50","No","0","Classic","-1","Not specified / no maximum"
"Cartographer_Tweister","No",\N,"nedaria","Nedaria's Landing","0","Classic","2685.00","1000.00","51.62","No","0","Classic","-1","Not specified / no maximum"
"Carwa_Ironbrace","No","","nedaria","Nedaria's Landing","0","Classic","-148.00","1350.00","87.50","No","0","Classic","-1","Not specified / no maximum"
"Givvel_Ruppug","No","","nedaria","Nedaria's Landing","0","Classic","1878.00","319.00","54.13","No","0","Classic","-1","Not specified / no maximum"
"Greba_Oreweaver","No","","nedaria","Nedaria's Landing","0","Classic","-193.00","1397.00","87.50","No","0","Classic","-1","Not specified / no maximum"
"Hemae_Twinebraid","No","","nedaria","Nedaria's Landing","0","Classic","-343.00","919.00","67.00","No","0","Classic","-1","Not specified / no maximum"
"Historian_Finrazel","No",\N,"nedaria","Nedaria's Landing","0","Classic","1504.00","1078.00","83.88","No","0","Classic","-1","Not specified / no maximum"
"Ieandra_Pael","No","","nedaria","Nedaria's Landing","0","Classic","1546.00","1107.00","81.88","No","0","Classic","-1","Not specified / no maximum"
"Iggill_Jubtob","No","","nedaria","Nedaria's Landing","0","Classic","1571.00","1091.00","80.88","No","0","Classic","-1","Not specified / no maximum"
"Ippledop_Cogsmith","No","","nedaria","Nedaria's Landing","0","Classic","-167.00","1327.00","68.88","No","0","Classic","-1","Not specified / no maximum"
"Jeruea_Ragwood","No","","nedaria","Nedaria's Landing","0","Classic","-231.00","904.00","66.38","No","0","Classic","-1","Not specified / no maximum"
"Lirprin,_Head_of_Affairs","No","","nedaria","Nedaria's Landing","0","Classic","-169.00","1413.00","69.40","No","0","Classic","-1","Not specified / no maximum"
"Magus_Wenla","No","","nedaria","Nedaria's Landing","0","Classic","1529.00","1011.00","80.13","Yes","0","Classic","-1","Not specified / no maximum"
"Maixx_Yzi","No","","nedaria","Nedaria's Landing","0","Classic","1576.00","1035.00","75.75","No","0","Classic","-1","Not specified / no maximum"
"Oppella_Nuanyal","No","","nedaria","Nedaria's Landing","0","Classic","1505.00","1038.00","83.00","No","0","Classic","-1","Not specified / no maximum"
"Rannik_Forester","No","","nedaria","Nedaria's Landing","0","Classic","1001.00","1103.00","84.50","No","0","Classic","-1","Not specified / no maximum"
"Ruanni_Annue","No","","nedaria","Nedaria's Landing","0","Classic","1498.00","1071.00","84.00","No","0","Classic","-1","Not specified / no maximum"
"Smith_Dandi","No","","nedaria","Nedaria's Landing","0","Classic","-181.77","1384.81","69.39","No","0","Classic","-1","Not specified / no maximum"
"Targen_Stonefall","No","","nedaria","Nedaria's Landing","0","Classic","-154.35","1391.21","68.63","No","0","Classic","-1","Not specified / no maximum"
"Tavon_Vastsea","No",\N,"nedaria","Nedaria's Landing","0","Classic","1514.00","1018.00","82.38","No","0","Classic","-1","Not specified / no maximum"
"Vdrae_Qix`Tki","No","","nedaria","Nedaria's Landing","0","Classic","1515.00","1098.00","82.88","No","0","Classic","-1","Not specified / no maximum"
"Wridarr_Ironbrace","No","","nedaria","Nedaria's Landing","0","Classic","-170.00","1375.00","69.50","No","0","Classic","-1","Not specified / no maximum"
"Yizfriz_Tockmaker","No","","nedaria","Nedaria's Landing","0","Classic","2671.00","983.00","50.38","No","0","Classic","-1","Not specified / no maximum"
"#Coldwind_Blackfoot","Yes","","nektulos","The Nektulos Forest","0","Classic","-966.00","-1463.00","63.00","No","0","Classic","-1","Not specified / no maximum"
"Corporal_D`Abth","No","","nektulos","The Nektulos Forest","0","Classic","39.50","-378.38","-5.50","No","0","Classic","-1","Not specified / no maximum"
"Corporal_X`Horn","No","","nektulos","The Nektulos Forest","0","Classic","-21.00","-817.88","-7.38","No","0","Classic","-1","Not specified / no maximum"
"Grom_Shives","No","Halloween Quests","nektulos","The Nektulos Forest","0","Classic","1200.00","-1915.00","32.82","No","0","Classic","-1","Not specified / no maximum"
"Guard_Z`Den","No","","nektulos","The Nektulos Forest","0","Classic","700.00","2235.00","30.88","No","0","Classic","-1","Not specified / no maximum"
"Initiate_Abber","No","","nektulos","The Nektulos Forest","0","Classic","944.88","1.12","9.00","No","0","Classic","-1","Not specified / no maximum"
"Initiate_Guanin","No","","nektulos","The Nektulos Forest","0","Classic","809.23","25.67","10.13","No","0","Classic","-1","Not specified / no maximum"
"Initiate_Hart","No","","nektulos","The Nektulos Forest","0","Classic","728.50","157.50","4.25","No","0","Classic","-1","Not specified / no maximum"
"Initiate_Pool","No","","nektulos","The Nektulos Forest","0","Classic","859.12","50.12","8.62","No","0","Classic","-1","Not specified / no maximum"
"Initiate_Rambel","No","","nektulos","The Nektulos Forest","0","Classic","801.01","85.48","10.08","No","0","Classic","-1","Not specified / no maximum"
"Initiate_Umbra","No","","nektulos","The Nektulos Forest","0","Classic","816.62","-18.25","8.62","No","0","Classic","-1","Not specified / no maximum"
"Leatherfoot_Captain","No","","nektulos","The Nektulos Forest","0","Classic","530.89","892.87","14.26","No","0","Classic","-1","Not specified / no maximum"
"Leatherfoot_Deputy","No","","nektulos","The Nektulos Forest","0","Classic","1112.00","559.88","-37.38","No","0","Classic","-1","Not specified / no maximum"
"Leatherfoot_medic","No","","nektulos","The Nektulos Forest","0","Classic","1141.50","58.88","5.50","No","0","Classic","-1","Not specified / no maximum"
"Master_Whoopal","No","","nektulos","The Nektulos Forest","0","Classic","860.30","50.19","10.13","No","0","Classic","-1","Not specified / no maximum"
"Nkamba_Fleshblade","No","","nektulos","The Nektulos Forest","0","Classic","452.00","2491.00","-9.25","No","0","Classic","-1","Not specified / no maximum"
"Bronk","No","Armor","neriaka","Neriak - Foreign Quarter","0","Classic","-388.00","-242.00","8.00","Yes","0","Classic","-1","Not specified / no maximum"
"Bull_Crusher","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-252.00","-390.00","5.63","Yes","0","Classic","-1","Not specified / no maximum"
"Canarie","No","Jewelcrafting Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-172.00","-268.00","5.00","Yes","0","Classic","-1","Not specified / no maximum"
"Capee","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-222.00","-371.88","5.00","No","0","Classic","-1","Not specified / no maximum"
"ChonChon","No","Pottery Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-91.88","147.00","4.63","Yes","0","Classic","-1","Not specified / no maximum"
"Damar_Nislan","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-196.00","177.00","17.75","Yes","0","Classic","-1","Not specified / no maximum"
"Darien_Felton","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-93.00","136.00","2.75","Yes","0","Classic","-1","Not specified / no maximum"
"Divn_L`Crit","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-115.88","0.00","3.13","No","0","Classic","-1","Not specified / no maximum"
"Dran_`slug`_Rembor","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-244.00","210.00","2.25","Yes","0","Classic","-1","Not specified / no maximum"
"Farlain_Stonethrower","No","Armor","neriaka","Neriak - Foreign Quarter","0","Classic","-57.00","199.88","2.13","Yes","0","Classic","-1","Not specified / no maximum"
"Fireworks_Engineer_Fabdabus","No","Frostfell Fireworks","neriaka","Neriak - Foreign Quarter","0","Classic","21.00","84.00","1.88","No","11","Prophecy of Ro","-1","Not specified / no maximum"
"Gambel_Quick","No","Alchemy Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-60.00","253.00","17.75","Yes","0","Classic","-1","Not specified / no maximum"
"Ghrag","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-261.00","-260.00","5.60","Yes","0","Classic","-1","Not specified / no maximum"
"Guard_Ixtaz","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-121.00","-189.88","31.13","No","0","Classic","-1","Not specified / no maximum"
"Guard_Lumpin","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-417.88","-556.88","24.00","No","0","Classic","-1","Not specified / no maximum"
"Guard_Swang","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-289.00","-253.00","19.63","No","0","Classic","-1","Not specified / no maximum"
"Guard_V`Retta","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-24.00","-112.00","45.00","No","0","Classic","-1","Not specified / no maximum"
"Hargar_the_Velium_Chef","No","Frostfell Cook","neriaka","Neriak - Foreign Quarter","0","Classic","-10.00","77.00","2.50","No","11","Prophecy of Ro","-1","Not specified / no maximum"
"Jacker","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-237.00","-261.00","19.00","No","0","Classic","-1","Not specified / no maximum"
"Jarvah","No","Armor","neriaka","Neriak - Foreign Quarter","0","Classic","-366.00","-222.00","8.00","Yes","0","Classic","-1","Not specified / no maximum"
"Jasma_Tather","No","Armor","neriaka","Neriak - Foreign Quarter","0","Classic","-187.00","147.00","3.75","Yes","0","Classic","-1","Not specified / no maximum"
"Javen_TaVos","No","Tailoring Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-173.00","175.00","3.13","Yes","5","Legacy of Ykesha","-1","Not specified / no maximum"
"Karnan","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-314.00","-316.00","6.00","No","0","Classic","-1","Not specified / no maximum"
"Kruna","No","Weapons","neriaka","Neriak - Foreign Quarter","0","Classic","-456.00","-308.00","20.63","Yes","0","Classic","-1","Not specified / no maximum"
"Lisv_D`Unnar","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-109.00","-32.00","3.13","No","0","Classic","-1","Not specified / no maximum"
"Mordant_Tather","No","Armor","neriaka","Neriak - Foreign Quarter","0","Classic","-175.00","130.00","3.75","Yes","0","Classic","-1","Not specified / no maximum"
"Mrak","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-225.00","-315.00","5.60","No","0","Classic","-1","Not specified / no maximum"
"Nalissi_K`Ten","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-9.00","-110.00","3.13","Yes","0","Classic","-1","Not specified / no maximum"
"Namarg","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-426.00","-278.00","18.13","Yes","0","Classic","-1","Not specified / no maximum"
"Nerta_D`Vile","No","Tribute Master","neriaka","Neriak - Foreign Quarter","0","Classic","-7.00","48.00","45.00","No","0","Classic","-1","Not specified / no maximum"
"Oosa_Shadowthumper","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-438.00","-367.00","19.00","No","0","Classic","-1","Not specified / no maximum"
"Palais_Derekor","No","Satchels","neriaka","Neriak - Foreign Quarter","0","Classic","-110.88","205.88","3.75","Yes","0","Classic","-1","Not specified / no maximum"
"Psal_G`Noir","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-111.00","32.00","3.13","No","0","Classic","-1","Not specified / no maximum"
"Putad","No","Smithing Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-295.00","-213.00","19.63","Yes","0","Classic","-1","Not specified / no maximum"
"Relgor","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-353.00","-331.00","23.00","Yes","0","Classic","-1","Not specified / no maximum"
"Rolynn_B`Div","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-80.88","134.00","3.13","No","0","Classic","-1","Not specified / no maximum"
"Sal_Drana","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-238.00","106.00","3.75","Yes","0","Classic","-1","Not specified / no maximum"
"Santug_Claugg","No","","neriaka","Neriak - Foreign Quarter","0","Classic","3.00","57.00","6.00","No","0","Classic","-1","Not specified / no maximum"
"Sera_Buelle","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-261.88","255.00","30.50","Yes","0","Classic","-1","Not specified / no maximum"
"Slunga","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-194.00","-336.00","5.00","Yes","0","Classic","-1","Not specified / no maximum"
"Smaka","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-107.00","-335.00","5.63","Yes","0","Classic","-1","Not specified / no maximum"
"Soulbinder_Nola_Z`Ret","No","Soulbinder","neriaka","Neriak - Foreign Quarter","0","Classic","-95.00","205.00","3.13","No","3","Shadows of Luclin","-1","Not specified / no maximum"
"Spinkit","No","Banker","neriaka","Neriak - Foreign Quarter","0","Classic","-376.00","-195.00","8.00","No","0","Classic","-1","Not specified / no maximum"
"Svunsa","No","","neriaka","Neriak - Foreign Quarter","0","Classic","-209.00","-340.00","23.00","No","0","Classic","-1","Not specified / no maximum"
"Tala_Felton","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-98.00","136.00","17.75","Yes","0","Classic","-1","Not specified / no maximum"
"Tal_Drana","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-251.00","106.00","3.75","Yes","0","Classic","-1","Not specified / no maximum"
"Tanai_Tanbor","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-242.00","215.00","30.50","Yes","0","Classic","-1","Not specified / no maximum"
"The_Gobbler","No","General Supplies","neriaka","Neriak - Foreign Quarter","0","Classic","-125.00","-323.00","5.63","Yes","0","Classic","-1","Not specified / no maximum"
